"Organization ID","Company name","NAIC ID","Total number of confirmed complaints","Total policies","Complaint Index","Year of policy count","Line of coverage"
"1029","UNITED WISCONSIN INSURANCE COMPANY","29157","0","166",,"2024","Workers' Compensation"
"1114","REDWOOD FIRE AND CASUALTY INSURANCE COMPANY","11673","0","140",,"2024","Workers' Compensation"
"1134","SOMPO AMERICA INSURANCE COMPANY","11126","0","177",,"2024","Workers' Compensation"
"1165","WESTFIELD INSURANCE COMPANY","24112","0","2817",,"2024","Workers' Compensation"
"1167","WESTFIELD NATIONAL INSURANCE COMPANY","24120","0","31",,"2024","Workers' Compensation"
"1200","WESCO INSURANCE COMPANY","25011","0","1072",,"2024","Workers' Compensation"
"1222","UTICA MUTUAL INSURANCE COMPANY","25976","0","150",,"2024","Workers' Compensation"
"1227","VALLEY FORGE INSURANCE COMPANY","20508","0","1017",,"2024","Workers' Compensation"
"1229","XL INSURANCE AMERICA, INC.","24554","0","117",,"2024","Workers' Compensation"
"1242","VIGILANT INSURANCE COMPANY","20397","0","158",,"2024","Workers' Compensation"
"1249","AMERICAN ZURICH INSURANCE COMPANY","40142","0","650",,"2024","Workers' Compensation"
"1321","UNION INSURANCE COMPANY","25844","0","82",,"2024","Workers' Compensation"
"1325","UNION INSURANCE COMPANY OF PROVIDENCE","21423","0","30",,"2024","Workers' Compensation"
"1341","TRANSPORTATION INSURANCE COMPANY","20494","0","455",,"2024","Workers' Compensation"
"1343","TRAVELERS INDEMNITY COMPANY, THE","25658","0","2997",,"2024","Workers' Compensation"
"1344","TRAVELERS INDEMNITY COMPANY OF AMERICA, THE","25666","0","2231",,"2024","Workers' Compensation"
"1345","TRAVELERS PROPERTY CASUALTY COMPANY OF AMERICA","25674","0","2202",,"2024","Workers' Compensation"
"1346","TRAVELERS INDEMNITY COMPANY OF CONNECTICUT, THE","25682","0","8351",,"2024","Workers' Compensation"
"1354","AMTRUST INSURANCE COMPANY","15954","0","1942",,"2024","Workers' Compensation"
"1355","TRUCK INSURANCE EXCHANGE","21709","0","349",,"2024","Workers' Compensation"
"1363","TWIN CITY FIRE INSURANCE COMPANY","29459","0","6495",,"2024","Workers' Compensation"
"1460","TEXAS HOSPITAL INSURANCE EXCHANGE","32514","0","75",,"2024","Workers' Compensation"
"1471","CHUBB INDEMNITY INSURANCE COMPANY","12777","0","1504",,"2024","Workers' Compensation"
"1492","MITSUI SUMITOMO INSURANCE USA INC.","22551","0","152",,"2024","Workers' Compensation"
"1493","STANDARD FIRE INSURANCE COMPANY, THE","19070","0","13144",,"2024","Workers' Compensation"
"1507","STATE FARM FIRE AND CASUALTY COMPANY","25143","0","4705",,"2024","Workers' Compensation"
"1525","SOUTHERN INSURANCE COMPANY","19216","0","74",,"2024","Workers' Compensation"
"1555","SENTRY SELECT INSURANCE COMPANY","21180","0","497",,"2024","Workers' Compensation"
"1586","PLAZA INSURANCE COMPANY","30945","0","465",,"2024","Workers' Compensation"
"1598","SECURITY NATIONAL INSURANCE COMPANY","19879","0","2790",,"2024","Workers' Compensation"
"1614","SENTRY INSURANCE COMPANY","24988","0","555",,"2024","Workers' Compensation"
"1686","RLI INSURANCE COMPANY","13056","0","318",,"2024","Workers' Compensation"
"1715","PROTECTIVE INSURANCE COMPANY","12416","0","85",,"2024","Workers' Compensation"
"1752","GUIDEONE INSURANCE COMPANY","15032","0","171",,"2024","Workers' Compensation"
"1772","PETROLEUM CASUALTY COMPANY","12297","0","1",,"2024","Workers' Compensation"
"1783","PHOENIX INSURANCE COMPANY, THE","25623","0","2131",,"2024","Workers' Compensation"
"1796","PACIFIC INDEMNITY COMPANY","20346","0","157",,"2024","Workers' Compensation"
"1821","PENNSYLVANIA MANUFACTURERS' ASSOCIATION INSURANCE COMPANY","12262","0","1612",,"2024","Workers' Compensation"
"1830","OLD REPUBLIC INSURANCE COMPANY","24147","0","810",,"2024","Workers' Compensation"
"1836","STARSTONE NATIONAL INSURANCE COMPANY","25496","0","143",,"2024","Workers' Compensation"
"1851","PACIFIC EMPLOYERS INSURANCE COMPANY","22748","0","63",,"2024","Workers' Compensation"
"1874","OHIO CASUALTY INSURANCE COMPANY, THE","24074","0","288",,"2024","Workers' Compensation"
"1875","OHIO FARMERS INSURANCE COMPANY","24104","0","142",,"2024","Workers' Compensation"
"1883","NEW HAMPSHIRE INSURANCE COMPANY","23841","1","222","60.02","2024","Workers' Compensation"
"1888","HARTFORD UNDERWRITERS INSURANCE COMPANY","30104","0","10998",,"2024","Workers' Compensation"
"1908","NORTH RIVER INSURANCE COMPANY, THE","21105","0","46",,"2024","Workers' Compensation"
"1931","NATIONAL UNION FIRE INSURANCE COMPANY OF PITTSBURGH, PA.","19445","4","206","258.71","2024","Workers' Compensation"
"1934","NATIONWIDE GENERAL INSURANCE COMPANY","23760","0","94",,"2024","Workers' Compensation"
"1937","NATIONWIDE MUTUAL INSURANCE COMPANY","23787","1","21","634.47","2024","Workers' Compensation"
"1949","NATIONAL FIRE INSURANCE COMPANY OF HARTFORD","20478","0","786",,"2024","Workers' Compensation"
"1988","NATIONAL AMERICAN INSURANCE COMPANY","23663","0","390",,"2024","Workers' Compensation"
"1997","NATIONAL CASUALTY COMPANY","11991","1","43","309.86","2024","Workers' Compensation"
"2020","OLD REPUBLIC GENERAL INSURANCE CORPORATION","24139","0","1",,"2024","Workers' Compensation"
"2033","MIDDLESEX INSURANCE COMPANY","23434","0","96",,"2024","Workers' Compensation"
"2037","GUIDEONE SPECIALTY INSURANCE COMPANY","14559","0","20",,"2024","Workers' Compensation"
"2081","AMERISURE MUTUAL INSURANCE COMPANY","23396","0","418",,"2024","Workers' Compensation"
"2085","MID-CENTURY INSURANCE COMPANY","21687","0","278",,"2024","Workers' Compensation"
"2111","MASSACHUSETTS BAY INSURANCE COMPANY","22306","0","989",,"2024","Workers' Compensation"
"2209","LIBERTY MUTUAL FIRE INSURANCE COMPANY","23035","0","739",,"2024","Workers' Compensation"
"2281","NATIONAL SPECIALTY INSURANCE COMPANY","22608","0","2690",,"2024","Workers' Compensation"
"2292","ASSOCIATION CASUALTY INSURANCE COMPANY","35629","0","63",,"2024","Workers' Compensation"
"2296","INSURANCE COMPANY OF THE STATE OF PENNSYLVANIA, THE","19429","0","108",,"2024","Workers' Compensation"
"2327","ACE AMERICAN INSURANCE COMPANY","22667","0","2318",,"2024","Workers' Compensation"
"2333","ILLINOIS NATIONAL INSURANCE CO.","23817","0","1",,"2024","Workers' Compensation"
"2370","HANOVER INSURANCE COMPANY, THE","22292","0","1494",,"2024","Workers' Compensation"
"2372","GREENWICH INSURANCE COMPANY","22322","0","41",,"2024","Workers' Compensation"
"2380","HARTFORD ACCIDENT AND INDEMNITY COMPANY","22357","0","4586",,"2024","Workers' Compensation"
"2381","HARTFORD CASUALTY INSURANCE COMPANY","29424","0","7870",,"2024","Workers' Compensation"
"2382","HARTFORD FIRE INSURANCE COMPANY","19682","0","5610",,"2024","Workers' Compensation"
"2398","CLEAR SPRING PROPERTY AND CASUALTY COMPANY","15563","0","740",,"2024","Workers' Compensation"
"2431","GRANITE STATE INSURANCE COMPANY","23809","0","189",,"2024","Workers' Compensation"
"2432","GRAPHIC ARTS MUTUAL INSURANCE COMPANY","25984","0","425",,"2024","Workers' Compensation"
"2437","GREAT AMERICAN INSURANCE COMPANY","16691","0","65",,"2024","Workers' Compensation"
"2453","GREAT WEST CASUALTY COMPANY","11371","0","76",,"2024","Workers' Compensation"
"2526","FLORISTS' MUTUAL INSURANCE COMPANY","13978","0","29",,"2024","Workers' Compensation"
"2594","RURAL TRUST INSURANCE COMPANY","11134","0","24",,"2024","Workers' Compensation"
"2606","FIRE INSURANCE EXCHANGE","21660","0","3591",,"2024","Workers' Compensation"
"2624","NATIONWIDE AGRIBUSINESS INSURANCE COMPANY","28223","1","13","1024.91","2024","Workers' Compensation"
"2629","FEDERAL INSURANCE COMPANY","20281","0","2380",,"2024","Workers' Compensation"
"2635","FEDERATED MUTUAL INSURANCE COMPANY","13935","0","632",,"2024","Workers' Compensation"
"2668","FARMERS INSURANCE EXCHANGE","21652","0","619",,"2024","Workers' Compensation"
"2675","EMPLOYERS MUTUAL CASUALTY COMPANY","21415","0","273",,"2024","Workers' Compensation"
"2677","EMPLOYERS INSURANCE COMPANY OF WAUSAU","21458","0","429",,"2024","Workers' Compensation"
"2702","WELLFLEET NEW YORK INSURANCE COMPANY","20931","0","804",,"2024","Workers' Compensation"
"2722","EMCASCO INSURANCE COMPANY","21407","0","133",,"2024","Workers' Compensation"
"2765","CONTINENTAL WESTERN INSURANCE COMPANY","10804","0","18",,"2024","Workers' Compensation"
"2814","CONTINENTAL CASUALTY COMPANY","20443","1","716","18.61","2024","Workers' Compensation"
"2820","CONTINENTAL INSURANCE COMPANY, THE","35289","0","2414",,"2024","Workers' Compensation"
"2866","COMMERCE AND INDUSTRY INSURANCE COMPANY","19410","0","32",,"2024","Workers' Compensation"
"2878","CINCINNATI INSURANCE COMPANY, THE","10677","0","118",,"2024","Workers' Compensation"
"2918","CHARTER OAK FIRE INSURANCE COMPANY, THE","25615","0","2986",,"2024","Workers' Compensation"
"2922","CHEROKEE INSURANCE COMPANY","10642","0","14",,"2024","Workers' Compensation"
"2930","COREPOINTE INSURANCE COMPANY","10499","0","42",,"2024","Workers' Compensation"
"2934","CIMARRON INSURANCE COMPANY, INC.","20400","0","2",,"2024","Workers' Compensation"
"2937","CAROLINA CASUALTY INSURANCE COMPANY","10510","0","413",,"2024","Workers' Compensation"
"2961","CENTRAL MUTUAL INSURANCE COMPANY","20230","0","929",,"2024","Workers' Compensation"
"2999","AIG PROPERTY CASUALTY COMPANY","19402","0","22",,"2024","Workers' Compensation"
"3000","BITCO GENERAL INSURANCE CORPORATION","20095","0","339",,"2024","Workers' Compensation"
"3001","BITCO NATIONAL INSURANCE COMPANY","20109","0","7",,"2024","Workers' Compensation"
"3116","WCF SELECT INSURANCE COMPANY","21865","0","96",,"2024","Workers' Compensation"
"3121","UNITED FIRE LLOYDS","43559","0","137",,"2024","Workers' Compensation"
"3148","SELECTIVE INSURANCE COMPANY OF AMERICA","12572","0","28",,"2024","Workers' Compensation"
"3159","ALASKA NATIONAL INSURANCE COMPANY","38733","0","92",,"2024","Workers' Compensation"
"3162","AMERISURE INSURANCE COMPANY","19488","0","215",,"2024","Workers' Compensation"
"3165","NATIONWIDE PROPERTY AND CASUALTY INSURANCE COMPANY","37877","0","264",,"2024","Workers' Compensation"
"3210","CHURCH MUTUAL INSURANCE COMPANY, S.I.","18767","0","1234",,"2024","Workers' Compensation"
"3234","WCF NATIONAL INSURANCE COMPANY","40517","0","430",,"2024","Workers' Compensation"
"3242","STATE NATIONAL INSURANCE COMPANY, INC.","12831","0","122",,"2024","Workers' Compensation"
"3266","ARGONAUT INSURANCE COMPANY","19801","0","470",,"2024","Workers' Compensation"
"3291","SIRIUSPOINT AMERICA INSURANCE COMPANY","38776","0","64",,"2024","Workers' Compensation"
"3328","AMCO INSURANCE COMPANY","19100","0","24",,"2024","Workers' Compensation"
"3331","QBE INSURANCE CORPORATION","39217","0","238",,"2024","Workers' Compensation"
"3332","ACIG INSURANCE COMPANY","19984","0","2470",,"2024","Workers' Compensation"
"3342","INSURANCE COMPANY OF THE WEST","27847","0","970",,"2024","Workers' Compensation"
"3350","ALLIED PROPERTY AND CASUALTY INSURANCE COMPANY","42579","0","11",,"2024","Workers' Compensation"
"3377","DEPOSITORS INSURANCE COMPANY","42587","0","23",,"2024","Workers' Compensation"
"3409","NEW YORK MARINE AND GENERAL INSURANCE COMPANY","16608","0","753",,"2024","Workers' Compensation"
"3421","REPUBLIC-FRANKLIN INSURANCE COMPANY","12475","0","155",,"2024","Workers' Compensation"
"3422","FARMINGTON CASUALTY COMPANY","41483","0","3686",,"2024","Workers' Compensation"
"3456","SERVICE AMERICAN INDEMNITY COMPANY","39152","0","375",,"2024","Workers' Compensation"
"3459","NATIONWIDE INSURANCE COMPANY OF AMERICA","25453","0","19",,"2024","Workers' Compensation"
"3461","AMERICAN INTERSTATE INSURANCE COMPANY","31895","0","508",,"2024","Workers' Compensation"
"3487","VANLINER INSURANCE COMPANY","21172","0","242",,"2024","Workers' Compensation"
"3488","GUIDEONE ELITE INSURANCE COMPANY","42803","0","90",,"2024","Workers' Compensation"
"3495","FEDERATED SERVICE INSURANCE COMPANY","28304","0","47",,"2024","Workers' Compensation"
"3500","TEXAS MUTUAL INSURANCE COMPANY","22945","1","79331","0.17","2024","Workers' Compensation"
"3503","GENERAL CASUALTY COMPANY OF WISCONSIN","24414","0","32",,"2024","Workers' Compensation"
"3504","REGENT INSURANCE COMPANY","24449","0","31",,"2024","Workers' Compensation"
"3517","INDEMNITY INSURANCE COMPANY OF NORTH AMERICA","43575","0","5247",,"2024","Workers' Compensation"
"3520","WORK FIRST CASUALTY COMPANY","31232","0","37",,"2024","Workers' Compensation"
"3526","STAR INSURANCE COMPANY","18023","0","61",,"2024","Workers' Compensation"
"3527","COLUMBIA MUTUAL INSURANCE COMPANY","40371","0","118",,"2024","Workers' Compensation"
"3548","NATIONAL INTERSTATE INSURANCE COMPANY","32620","0","26",,"2024","Workers' Compensation"
"3585","FIRST LIBERTY INSURANCE CORPORATION, THE","33588","0","150",,"2024","Workers' Compensation"
"3586","LM INSURANCE CORPORATION","33600","0","2275",,"2024","Workers' Compensation"
"3636","LIBERTY INSURANCE CORPORATION","42404","0","2273",,"2024","Workers' Compensation"
"3663","SAFETY NATIONAL CASUALTY CORPORATION","15105","0","840",,"2024","Workers' Compensation"
"3674","XL SPECIALTY INSURANCE COMPANY","37885","0","243",,"2024","Workers' Compensation"
"3706","STONINGTON INSURANCE COMPANY","10340","0","10",,"2024","Workers' Compensation"
"3722","WESTCHESTER FIRE INSURANCE COMPANY","10030","1","386","34.52","2024","Workers' Compensation"
"3744","MIDWEST EMPLOYERS CASUALTY COMPANY","23612","0","216",,"2024","Workers' Compensation"
"3745","BERKLEY REGIONAL INSURANCE COMPANY","29580","0","883",,"2024","Workers' Compensation"
"3808","GREAT DIVIDE INSURANCE COMPANY","25224","0","105",,"2024","Workers' Compensation"
"3838","EXECUTIVE RISK INDEMNITY INC.","35181","0","419",,"2024","Workers' Compensation"
"3839","BROTHERHOOD MUTUAL INSURANCE COMPANY","13528","0","1154",,"2024","Workers' Compensation"
"3844","CONTINENTAL INDEMNITY COMPANY","28258","0","56",,"2024","Workers' Compensation"
"3866","GREAT AMERICAN SPIRIT INSURANCE COMPANY","33723","0","245",,"2024","Workers' Compensation"
"3885","EVEREST NATIONAL INSURANCE COMPANY","10120","0","270",,"2024","Workers' Compensation"
"3907","WELLFLEET INSURANCE COMPANY","32280","0","970",,"2024","Workers' Compensation"
"3915","HANOVER AMERICAN INSURANCE COMPANY, THE","36064","0","1570",,"2024","Workers' Compensation"
"7446","REPUBLIC INDEMNITY COMPANY OF AMERICA","22179","0","98",,"2024","Workers' Compensation"
"7448","REPUBLIC INDEMNITY COMPANY OF CALIFORNIA","43753","0","18",,"2024","Workers' Compensation"
"7557","LION INSURANCE COMPANY","11075","0","1",,"2024","Workers' Compensation"
"8041","WEST AMERICAN INSURANCE COMPANY","44393","0","206",,"2024","Workers' Compensation"
"8116","TRUMBULL INSURANCE COMPANY","27120","0","6685",,"2024","Workers' Compensation"
"8119","T.H.E. INSURANCE COMPANY","12866","0","7",,"2024","Workers' Compensation"
"8123","PROPERTY AND CASUALTY INSURANCE COMPANY OF HARTFORD","34690","0","4637",,"2024","Workers' Compensation"
"8126","BENCHMARK INSURANCE COMPANY","41394","0","1089",,"2024","Workers' Compensation"
"8150","TRANS PACIFIC INSURANCE COMPANY","41238","0","17",,"2024","Workers' Compensation"
"8601","TRIANGLE INSURANCE COMPANY, INC.","28535","0","4",,"2024","Workers' Compensation"
"9056","SENTRY CASUALTY COMPANY","28460","0","257",,"2024","Workers' Compensation"
"9114","STARNET INSURANCE COMPANY","40045","0","113",,"2024","Workers' Compensation"
"9248","OHIO SECURITY INSURANCE COMPANY","24082","1","3050","4.37","2024","Workers' Compensation"
"9277","ZURICH AMERICAN INSURANCE COMPANY OF ILLINOIS","27855","0","346",,"2024","Workers' Compensation"
"9331","TRANSGUARD INSURANCE COMPANY OF AMERICA, INC.","28886","0","221",,"2024","Workers' Compensation"
"9393","PHARMACISTS MUTUAL INSURANCE COMPANY","13714","0","229",,"2024","Workers' Compensation"
"9578","AMERICAN COMPENSATION INSURANCE COMPANY","45934","0","2",,"2024","Workers' Compensation"
"9583","CHUBB NATIONAL INSURANCE COMPANY","10052","0","1617",,"2024","Workers' Compensation"
"9764","UTICA LLOYD'S OF TEXAS","10990","0","169",,"2024","Workers' Compensation"
"10070","WILLIAMSBURG NATIONAL INSURANCE COMPANY","25780","0","1",,"2024","Workers' Compensation"
"10087","ZURICH AMERICAN INSURANCE COMPANY","16535","1","1946","6.85","2024","Workers' Compensation"
"11173","NOVA CASUALTY COMPANY","42552","0","2224",,"2024","Workers' Compensation"
"11174","SENTINEL INSURANCE COMPANY, LTD.","11000","0","2482",,"2024","Workers' Compensation"
"11330","ZNAT INSURANCE COMPANY","30120","0","769",,"2024","Workers' Compensation"
"12319","ALLMERICA FINANCIAL ALLIANCE INSURANCE COMPANY","10212","0","432",,"2024","Workers' Compensation"
"12324","ALLMERICA FINANCIAL BENEFIT INSURANCE COMPANY","41840","0","3499",,"2024","Workers' Compensation"
"14206","INCLINE CASUALTY COMPANY","11090","0","33",,"2024","Workers' Compensation"
"14785","PENNSYLVANIA MANUFACTURERS INDEMNITY COMPANY","41424","0","20",,"2024","Workers' Compensation"
"14815","SAFETY FIRST INSURANCE COMPANY","11123","0","107",,"2024","Workers' Compensation"
"14911","ATLANTIC SPECIALTY INSURANCE COMPANY","27154","0","258",,"2024","Workers' Compensation"
"15429","MITSUI SUMITOMO INSURANCE COMPANY OF AMERICA","20362","0","122",,"2024","Workers' Compensation"
"15539","MANUFACTURERS ALLIANCE INSURANCE COMPANY","36897","0","241",,"2024","Workers' Compensation"
"15953","ACCIDENT FUND INSURANCE COMPANY OF AMERICA","10166","0","2414",,"2024","Workers' Compensation"
"17025","ACADIA INSURANCE COMPANY","31325","0","115",,"2024","Workers' Compensation"
"18147","SOMPO AMERICA FIRE & MARINE INSURANCE COMPANY","38997","0","92",,"2024","Workers' Compensation"
"18285","DAKOTA TRUCK UNDERWRITERS","34924","0","50",,"2024","Workers' Compensation"
"18403","INTREPID INSURANCE COMPANY","10749","0","101",,"2024","Workers' Compensation"
"18703","EASTERN ALLIANCE INSURANCE COMPANY","10724","0","34",,"2024","Workers' Compensation"
"19996","MOUNTAIN STATES INDEMNITY COMPANY","10177","0","36",,"2024","Workers' Compensation"
"20148","SAGAMORE INSURANCE COMPANY","40460","0","3",,"2024","Workers' Compensation"
"20246","AMGUARD INSURANCE COMPANY","42390","0","499",,"2024","Workers' Compensation"
"20248","EASTGUARD INSURANCE COMPANY","14702","0","32",,"2024","Workers' Compensation"
"20252","NORGUARD INSURANCE COMPANY","31470","0","746",,"2024","Workers' Compensation"
"21057","STONETRUST COMMERCIAL INSURANCE COMPANY","11042","0","96",,"2024","Workers' Compensation"
"21522","TNUS INSURANCE COMPANY","32301","0","5",,"2024","Workers' Compensation"
"21660","SEQUOIA INSURANCE COMPANY","22985","0","1190",,"2024","Workers' Compensation"
"22177","NORTH POINTE INSURANCE COMPANY","27740","0","23",,"2024","Workers' Compensation"
"22339","AMERICAN INTERSTATE INSURANCE COMPANY OF TEXAS","12228","0","50",,"2024","Workers' Compensation"
"23375","EMPLOYERS PREFERRED INSURANCE COMPANY","10346","0","5223",,"2024","Workers' Compensation"
"23524","EMPLOYERS COMPENSATION INSURANCE COMPANY","11512","0","709",,"2024","Workers' Compensation"
"24276","MEMIC INDEMNITY COMPANY","11030","0","343",,"2024","Workers' Compensation"
"25401","AMERITRUST INSURANCE CORPORATION","10665","0","32",,"2024","Workers' Compensation"
"25715","MIDWEST INSURANCE COMPANY","10895","0","121",,"2024","Workers' Compensation"
"25805","ACCIDENT FUND GENERAL INSURANCE COMPANY","12304","0","1028",,"2024","Workers' Compensation"
"25806","ACCIDENT FUND NATIONAL INSURANCE COMPANY","12305","0","873",,"2024","Workers' Compensation"
"26673","STATE AUTOMOBILE MUTUAL INSURANCE COMPANY","25135","0","42",,"2024","Workers' Compensation"
"27668","AMERICAN FAMILY HOME INSURANCE COMPANY","23450","0","3",,"2024","Workers' Compensation"
"27673","RIVERPORT INSURANCE COMPANY","36684","0","44",,"2024","Workers' Compensation"
"27901","ROCKWOOD CASUALTY INSURANCE COMPANY","35505","0","40",,"2024","Workers' Compensation"
"27932","SFM MUTUAL INSURANCE COMPANY","11347","0","187",,"2024","Workers' Compensation"
"28125","SUNZ INSURANCE COMPANY","34762","0","55",,"2024","Workers' Compensation"
"28438","MERIDIAN SECURITY INSURANCE COMPANY","23353","0","58",,"2024","Workers' Compensation"
"28439","STATE AUTO PROPERTY & CASUALTY INSURANCE COMPANY","25127","0","48",,"2024","Workers' Compensation"
"28514","TECHNOLOGY INSURANCE COMPANY, INC.","42376","0","6005",,"2024","Workers' Compensation"
"28766","MILFORD CASUALTY INSURANCE COMPANY","26662","0","145",,"2024","Workers' Compensation"
"29067","FIREMEN'S INSURANCE COMPANY OF WASHINGTON, D.C.","21784","0","64",,"2024","Workers' Compensation"
"30074","CINCINNATI INDEMNITY COMPANY, THE","23280","0","488",,"2024","Workers' Compensation"
"30331","FRANK WINSTON CRUM INSURANCE COMPANY","11600","0","288",,"2024","Workers' Compensation"
"33844","BERKSHIRE HATHAWAY HOMESTATE INSURANCE COMPANY","20044","0","411",,"2024","Workers' Compensation"
"35476","TRI-STATE INSURANCE COMPANY OF MINNESOTA","31003","0","543",,"2024","Workers' Compensation"
"37170","WAYPOINT MUTUAL","13126","0","93",,"2024","Workers' Compensation"
"37281","CITIZENS INSURANCE COMPANY OF AMERICA","31534","0","380",,"2024","Workers' Compensation"
"37782","HDI GLOBAL INSURANCE COMPANY","41343","0","18",,"2024","Workers' Compensation"
"37794","AMERISURE PARTNERS INSURANCE COMPANY","11050","0","39",,"2024","Workers' Compensation"
"43270","BERKLEY CASUALTY COMPANY","15911","0","70",,"2024","Workers' Compensation"
"43271","RETAILERS CASUALTY INSURANCE COMPANY","10718","0","195",,"2024","Workers' Compensation"
"45533","FCCI INSURANCE COMPANY","10178","0","201",,"2024","Workers' Compensation"
"48434","SAMSUNG FIRE & MARINE INSURANCE CO., LTD (US BRANCH)","38300","0","11",,"2024","Workers' Compensation"
"50626","UNITED STATES FIRE INSURANCE COMPANY","21113","9","128","936.83","2024","Workers' Compensation"
"51091","NATIONAL TRUST INSURANCE COMPANY","20141","0","12",,"2024","Workers' Compensation"
"51201","CRUM & FORSTER INDEMNITY COMPANY","31348","0","38",,"2024","Workers' Compensation"
"51703","STARSTONE SPECIALTY INSURANCE COMPANY","44776","0","3",,"2024","Workers' Compensation"
"52521","MONROE GUARANTY INSURANCE COMPANY","32506","0","164",,"2024","Workers' Compensation"
"52761","EASTERN ADVANTAGE ASSURANCE COMPANY","13019","0","13",,"2024","Workers' Compensation"
"52762","ALLIED EASTERN INDEMNITY COMPANY","11242","0","35",,"2024","Workers' Compensation"
"56183","NUTMEG INSURANCE COMPANY","39608","0","1098",,"2024","Workers' Compensation"
"56315","AMERICAN SELECT INSURANCE COMPANY","19992","0","50",,"2024","Workers' Compensation"
"63161","KEY RISK INSURANCE COMPANY","10885","0","56",,"2024","Workers' Compensation"
"63162","BLOOMINGTON COMPENSATION INSURANCE COMPANY","12311","0","17",,"2024","Workers' Compensation"
"65918","TOKIO MARINE AMERICA INSURANCE COMPANY","10945","0","177",,"2024","Workers' Compensation"
"66188","OBI NATIONAL INSURANCE COMPANY","14190","0","299",,"2024","Workers' Compensation"
"78450","LUBA CASUALTY INSURANCE COMPANY","12472","0","196",,"2024","Workers' Compensation"
"81327","CRESTBROOK INSURANCE COMPANY","18961","0","4",,"2024","Workers' Compensation"
"87781","OAK RIVER INSURANCE COMPANY","34630","0","234",,"2024","Workers' Compensation"
"103142","SILVER OAK CASUALTY, INC.","26869","0","63",,"2024","Workers' Compensation"
"108045","BRIDGEFIELD CASUALTY INSURANCE COMPANY","10335","1","807","16.51","2024","Workers' Compensation"
"108046","BRIDGEFIELD EMPLOYERS INSURANCE COMPANY","10701","0","43",,"2024","Workers' Compensation"
"120914","OBI AMERICA INSURANCE COMPANY","15645","0","7",,"2024","Workers' Compensation"
"123411","COLUMBIA NATIONAL INSURANCE COMPANY","19640","0","57",,"2024","Workers' Compensation"
"125083","STARR SPECIALTY INSURANCE COMPANY","16109","0","138",,"2024","Workers' Compensation"
"125840","LUBA INDEMNITY INSURANCE COMPANY","16001","0","56",,"2024","Workers' Compensation"
"127015","FEDERATED RESERVE INSURANCE COMPANY","16024","0","567",,"2024","Workers' Compensation"
"128701","DONEGAL MUTUAL INSURANCE COMPANY","13692","0","41",,"2024","Workers' Compensation"
"128995","EVEREST DENALI INSURANCE COMPANY","16044","0","345",,"2024","Workers' Compensation"
"129004","EVEREST PREMIER INSURANCE COMPANY","16045","0","131",,"2024","Workers' Compensation"
"132294","EMC PROPERTY & CASUALTY COMPANY","25186","0","58",,"2024","Workers' Compensation"
"134096","MAG MUTUAL INSURANCE COMPANY","42617","0","55",,"2024","Workers' Compensation"
"141910","NORMANDY INSURANCE COMPANY","13012","0","121",,"2024","Workers' Compensation"
"146524","WEST BEND INSURANCE COMPANY","15350","0","87",,"2024","Workers' Compensation"
"149656","HARTFORD INSURANCE COMPANY OF THE SOUTHEAST","38261","0","1634",,"2024","Workers' Compensation"
"149660","HARTFORD INSURANCE COMPANY OF ILLINOIS","38288","0","6705",,"2024","Workers' Compensation"
"150003","BEARING MIDWEST CASUALTY COMPANY","14402","0","14",,"2024","Workers' Compensation"
"158585","NATIONWIDE ASSURANCE COMPANY","10723","0","65",,"2024","Workers' Compensation"
"158813","AMERICAN LIBERTY INSURANCE COMPANY","12200","0","29",,"2024","Workers' Compensation"
"161405","SOCIETY INSURANCE, A MUTUAL COMPANY","15261","0","230",,"2024","Workers' Compensation"
"161618","ATLANTIC STATES INSURANCE COMPANY","22586","0","12",,"2024","Workers' Compensation"
"162963","MEMIC CASUALTY COMPANY","14164","0","13",,"2024","Workers' Compensation"
"113","PIE INSURANCE COMPANY, THE","21857","2","1496","19.88","2025","Workers' Compensation"
"142","AMERICAN FIRE AND CASUALTY COMPANY","24066","0","69",,"2025","Workers' Compensation"
"143","UNITED FIRE & INDEMNITY COMPANY","19496","0","1",,"2025","Workers' Compensation"
"155","AMERICAN GUARANTEE AND LIABILITY INSURANCE COMPANY","26247","0","168",,"2025","Workers' Compensation"
"163","AMERICAN HOME ASSURANCE COMPANY","19380","0","6",,"2025","Workers' Compensation"
"172","GREAT AMERICAN ALLIANCE INSURANCE COMPANY","26832","0","310",,"2025","Workers' Compensation"
"180","AMERICAN CASUALTY COMPANY OF READING, PENNSYLVANIA","20427","0","1710",,"2025","Workers' Compensation"
"181","BERKSHIRE HATHAWAY DIRECT INSURANCE COMPANY","10391","0","1402",,"2025","Workers' Compensation"
"200","GREAT AMERICAN ASSURANCE COMPANY","26344","0","134",,"2025","Workers' Compensation"
"212","ALL AMERICA INSURANCE COMPANY","20222","0","10",,"2025","Workers' Compensation"
"229","AIU INSURANCE COMPANY","19399","0","318",,"2025","Workers' Compensation"
"241","TRAVELERS CASUALTY AND SURETY COMPANY","19038","0","15821",,"2025","Workers' Compensation"
"242","TRAVELERS CASUALTY INSURANCE COMPANY OF AMERICA","19046","0","3157",,"2025","Workers' Compensation"
"243","ACE FIRE UNDERWRITERS INSURANCE COMPANY","20702","0","4",,"2025","Workers' Compensation"
